target,source,manual,service
/departments/199/,/agency/?item=department-of-community-services-and-development,0,0
/departments/20/,/Agencies/barbering-and-cosmetology-board-of,0,0
/departments/20/,/agency/?item=board-of-barbering-and-cosmetology,0,0
/departments/200/,/Agencies/library-california-state,0,0
/departments/200/,/agency/?item=california-state-library,0,0
/departments/200/services/1101/,/Agencies/library-california-state/Agency-Services/path-to-u.s.-citizenship,0,1
/departments/200/services/1101/,/service/?item=path-to-u.s.-citizenship,0,1
/departments/201/,/Agencies/state-mandates-commission-on,0,0
/departments/201/,/agency/?item=commission-on-state-mandates,0,0
/departments/202/,/Agencies/university-california-state,0,0
/departments/202/,/agency/?item=california-state-university,0,0
/departments/203/,/Agencies/teacher-credentialing-commission-on,0,0
/departments/203/,/agency/?item=commission-on-teacher-credentialing,0,0
/departments/204/,/Agencies/transportation-commission,0,0
/departments/204/,/agency/?item=transportation-commission,0,0
/departments/205/,/Agencies/unemployment-insurance-appeals-board,0,0
/departments/205/,/agency/?item=unemployment-insurance-appeals-board,0,0
/departments/206/,/Agencies/central-valley-flood-protection-board,0,0
/departments/206/,/agency/?item=central-valley-flood-protection-board,0,0
/departments/207/,/Agencies/coachella-valley-mountains-conservancy,0,0
/departments/207/,/agency/?item=coachella-valley-mountains-conservancy,0,0
/departments/208/,/Agencies/workforce-development-board-california,0,0
/departments/208/,/agency/?item=california-workforce-development-board,0,0
/departments/208/,/agency/?item=workforce-development-board%2C-california,1,0
/departments/208/services/1098/,/Agencies/workforce-development-board-california/Agency-Services/enroll-your-kids-in-technology-programs,0,1
/departments/208/services/1098/,/service/?item=enroll-your-kids-in-technology-programs,0,1
/departments/208/services/1099/,/Agencies/workforce-development-board-california/Agency-Services/learn-about-jobs-for-foreign-born-professionals,0,1
/departments/208/services/1099/,/service/?item=learn-about-jobs-for-foreign-born-professionals,0,1
/departments/208/services/1110/,/Agencies/workforce-development-board-california/Agency-Services/get-job-training-in-san-diego,0,1
/departments/208/services/1110/,/service/?item=get-job-training-in-san-diego,0,1
/departments/208/services/1110/,/service/?item=job-training-in-san-diego,1,1
/departments/208/services/1111/,/Agencies/workforce-development-board-california/Agency-Services/get-job-training-in-orange-county,0,1
/departments/208/services/1111/,/service/?item=get-job-training-in-orange-county,0,1
/departments/208/services/1111/,/service/?item=job-training-in-orange-county,1,1
/departments/208/services/1112/,/Agencies/workforce-development-board-california/Agency-Services/get-job-training-in-long-beach,0,1
/departments/208/services/1112/,/service/?item=get-job-training-in-long-beach,0,1
/departments/208/services/1112/,/service/?item=job-training-in-long-beach,1,1
/departments/208/services/1113/,/Agencies/workforce-development-board-california/Agency-Services/get-job-training-in-madera%2ffresno,0,1
/departments/208/services/1113/,/service/?item=get-job-training-in-madera%2ffresno,0,1
/departments/208/services/1113/,/service/?item=job-training-in-madera,1,1
/departments/208/services/1114/,/Agencies/workforce-development-board-california/Agency-Services/get-job-training-in-sacramento,0,1
/departments/208/services/1114/,/service/?item=get-job-training-in-sacramento,0,1
/departments/208/services/1114/,/service/?item=job-training-in-sacramento,1,1
/departments/209/,/Agencies/financial-protection-and-innovation-department-of,0,0
/departments/209/,/agency/?item=department-of-financial-protection-and-innovation,0,0
/departments/21/,/Agencies/behavioral-sciences-board-of,0,0
/departments/21/,/agency/?item=board-of-behavioral-sciences,0,0
/departments/210/,/Agencies/consumer-affairs-department-of,0,0
/departments/210/,/agency/?item=department-of-consumer-affairs,0,0
/departments/210/services/1133/,/Agencies/consumer-affairs-department-of/Agency-Services/find-a-consumer-affairs-license,0,1
/departments/210/services/1133/,/service/?item=find-a-consumer-affairs-license,0,1
/departments/210/services/1134/,/Agencies/consumer-affairs-department-of/Agency-Services/file-complaint-against-professional-or-business,0,1
/departments/210/services/1134/,/service/?item=file-complaint-against-professional-or-business,0,1
/departments/210/services/1135/,/Agencies/consumer-affairs-department-of/Agency-Services/renew-a-consumer-affairs-license,0,1
/departments/210/services/1135/,/service/?item=renew-a-consumer-affairs-license,0,1
/departments/211/,/Agencies/child-support-services-department-of,0,0
/departments/211/,/agency/?item=department-of-child-support-services,0,0
/departments/211/services/1203/,/Agencies/child-support-services-department-of/Agency-Services/access-self-service-website,0,1
/departments/211/services/1203/,/service/?item=access-self-service-website,0,1
/departments/211/services/1214/,/Agencies/child-support-services-department-of/Agency-Services/child-support-payments,0,1
/departments/211/services/1214/,/service/?item=child-support-payments,0,1
/departments/211/services/8/,/Agencies/child-support-services-department-of/Agency-Services/enroll-in-child-support,0,1
/departments/211/services/8/,/service/?item=apply-for-child-support,1,1
/departments/211/services/8/,/service/?item=enroll-in-child-support,0,1
/departments/211/services/9/,/Agencies/child-support-services-department-of/Agency-Services/calculate-child-support,0,1
/departments/211/services/9/,/service/?item=calculate-child-support,0,1
/departments/212/,/Agencies/developmental-services-department-of,0,0
/departments/212/,/agency/?item=department-of-developmental-services,0,0
/departments/212/services/1264/,/Agencies/developmental-services-department-of/Agency-Services/early-intervention-services,0,1
/departments/212/services/1264/,/service/?item=early-intervention-services,0,1
/departments/213/,/Agencies/delta-protection-commission,0,0
/departments/213/,/agency/?item=delta-protection-commission,0,0
/departments/214/,/Agencies/delta-stewardship-council,0,0
/departments/214/,/agency/?item=delta-stewardship-council,0,0
/departments/215/,/Agencies/civil-rights-department,0,0
/departments/215/,/agency/?item=civil-rights-department,0,0
/departments/215/services/1192/,/Agencies/civil-rights-department/Agency-Services/report-a-hate-incident,0,1
/departments/215/services/1192/,/service/?item=report-a-hate-incident,0,1
/departments/215/services/1201/,/Agencies/civil-rights-department/Agency-Services/sexual-harassment-prevention-training,0,1
/departments/215/services/1201/,/service/?item=sexual-harassment-prevention-training,0,1
/departments/215/services/27/,/Agencies/civil-rights-department/Agency-Services/file-discrimination-complaint,0,1
/departments/215/services/27/,/service/?item=file-discrimination-complaint,0,1
/departments/216/,/Agencies/general-services-department-of,0,0
/departments/216/,/agency/?item=department-of-general-services,0,0
/departments/216/services/1149/,/Agencies/general-services-department-of/Agency-Services/procurement,0,1
/departments/216/services/1149/,/service/?item=procurement,0,1
/departments/216/services/1152/,/Agencies/general-services-department-of/Agency-Services/administrative-hearings,0,1
/departments/216/services/1152/,/service/?item=administrative-hearings,0,1
/departments/216/services/1155/,/Agencies/general-services-department-of/Agency-Services/design-and-construction-oversight-for-schools,0,1
/departments/216/services/1155/,/service/?item=design-and-construction-oversight-for-schools,0,1
/departments/216/services/1156/,/Agencies/general-services-department-of/Agency-Services/funding-for-school-construction,0,1
/departments/216/services/1156/,/service/?item=funding-for-school-construction,0,1
/departments/216/services/1157/,/Agencies/general-services-department-of/Agency-Services/fleet-and-asset-management,0,1
/departments/216/services/1157/,/service/?item=fleet-and-asset-management,0,1
/departments/216/services/1158/,/Agencies/general-services-department-of/Agency-Services/risk-and-insurance-management,0,1
/departments/216/services/1158/,/service/?item=risk-and-insurance-management,0,1
/departments/216/services/1159/,/Agencies/general-services-department-of/Agency-Services/disability-access,0,1
/departments/216/services/1159/,/service/?item=disability-access,0,1
/departments/216/services/1162/,/Agencies/general-services-department-of/Agency-Services/business-and-acquisition,0,1
/departments/216/services/1162/,/service/?item=business-and-acquisition,0,1
/departments/216/services/1164/,/Agencies/general-services-department-of/Agency-Services/human-resources,0,1
/departments/216/services/1164/,/service/?item=human-resources,0,1
/departments/217/,/Agencies/health-care-services-department-of,0,0
/departments/217/,/agency/?item=department-of-health-care-services,0,0
/departments/217/services/1120/,/Agencies/health-care-services-department-of/Agency-Services/find-substance-use-disorder-services,0,1
/departments/217/services/1120/,/service/?item=find-substance-use-disorder-services,0,1
/departments/217/services/1209/,/Agencies/health-care-services-department-of/Agency-Services/find-a-dentist,0,1
/departments/217/services/1209/,/service/?item=find-a-dentist,0,1
/departments/217/services/1235/,/Agencies/health-care-services-department-of/Agency-Services/youth-behavioral-health,0,1
/departments/217/services/1235/,/service/?item=youth-behavioral-health,0,1
/departments/217/services/1236/,/Agencies/health-care-services-department-of/Agency-Services/access-care,0,1
/departments/217/services/1236/,/service/?item=access-care,0,1
/departments/217/services/1237/,/Agencies/health-care-services-department-of/Agency-Services/medi-cal-benefits,0,1
/departments/217/services/1237/,/service/?item=medi-cal-benefits,0,1
/departments/217/services/36/,/Agencies/health-care-services-department-of/Agency-Services/behavioral-health,0,1
/departments/217/services/36/,/service/?item=behavioral-health,0,1
/departments/217/services/37/,/Agencies/health-care-services-department-of/Agency-Services/apply-for-medi-cal,0,1
/departments/217/services/37/,/service/?item=apply-for-medi-cal,0,1
/departments/219/,/Agencies/managed-health-care-department-of,0,0
/departments/219/,/agency/?item=department-of-managed-health-care,0,0
/departments/219/services/1129/,/Agencies/managed-health-care-department-of/Agency-Services/submit-an-imr%2fcomplaint-form,0,1
/departments/219/services/1129/,/service/?item=submit-an-imr%2fcomplaint-form,0,1
/departments/22/,/Agencies/chiropractic-examiners-board-of,0,0
/departments/22/,/agency/?item=board-of-chiropractic-examiners,0,0
/departments/220/,/Agencies/motor-vehicles-department-of,0,0
/departments/220/,/agency/?item=department-of-motor-vehicles,0,0
/departments/220/services/1121/,/Agencies/motor-vehicles-department-of/Agency-Services/learn-more-about-dmv-for-daca,0,1
/departments/220/services/1121/,/service/?item=learn-more-about-dmv-for-daca,0,1
/departments/220/services/1194/,/Agencies/motor-vehicles-department-of/Agency-Services/apply-for-a-real-id%2fdl,0,1
/departments/220/services/1194/,/service/?item=apply-for-a-real-id%2fdl,0,1
/departments/220/services/1197/,/Agencies/motor-vehicles-department-of/Agency-Services/get-your-vehicle-registration-status,0,1
/departments/220/services/1197/,/service/?item=get-your-vehicle-registration-status,0,1
/departments/220/services/1200/,/Agencies/motor-vehicles-department-of/Agency-Services/replacement-driver%e2%80%99s-license-request,0,1
/departments/220/services/1200/,/service/?item=replacement-driver%e2%80%99s-license-request,0,1
/departments/220/services/1202/,/Agencies/motor-vehicles-department-of/Agency-Services/dmv-paperless-notices,0,1
/departments/220/services/1202/,/service/?item=dmv-paperless-notices,0,1
/departments/220/services/1211/,/Agencies/motor-vehicles-department-of/Agency-Services/report-an-issue-or-complaint,0,1
/departments/220/services/1211/,/service/?item=report-an-issue-or-complaint,0,1
/departments/220/services/1215/,/Agencies/motor-vehicles-department-of/Agency-Services/online-appointment-scheduler,0,1
/departments/220/services/1215/,/service/?item=online-appointment-scheduler,0,1
/departments/220/services/1217/,/Agencies/motor-vehicles-department-of/Agency-Services/transfer-title,0,1
/departments/220/services/1217/,/service/?item=transfer-title,0,1
/departments/220/services/1218/,/Agencies/motor-vehicles-department-of/Agency-Services/request-vehicle-record,0,1
/departments/220/services/1218/,/service/?item=request-vehicle-record,0,1
/departments/220/services/1219/,/Agencies/motor-vehicles-department-of/Agency-Services/mobile-driver-license-(dmv-wallet),0,1
/departments/220/services/1219/,/service/?item=mobile-driver-license-(dmv-wallet),0,1
/departments/220/services/1220/,/Agencies/motor-vehicles-department-of/Agency-Services/view-driver%27s-handbooks,0,1
/departments/220/services/1220/,/service/?item=view-driver%27s-handbooks,0,1
/departments/220/services/1221/,/Agencies/motor-vehicles-department-of/Agency-Services/fee-calculator,0,1
/departments/220/services/1221/,/service/?item=fee-calculator,0,1
/departments/220/services/1222/,/Agencies/motor-vehicles-department-of/Agency-Services/new-registration-for-your-vehicle,0,1
/departments/220/services/1222/,/service/?item=new-registration-for-your-vehicle,0,1
/departments/220/services/1225/,/Agencies/motor-vehicles-department-of/Agency-Services/find-a-dmv-form,0,1
/departments/220/services/1225/,/service/?item=find-a-dmv-form,0,1
/departments/220/services/43/,/Agencies/motor-vehicles-department-of/Agency-Services/release-of-liability,0,1
/departments/220/services/43/,/service/?item=release-of-liability,0,1
/departments/220/services/44/,/Agencies/motor-vehicles-department-of/Agency-Services/renew-driver%e2%80%99s-license-or-id-card,0,1
/departments/220/services/44/,/service/?item=renew-driver-license,1,1
/departments/220/services/44/,/service/?item=renew-driver%e2%80%99s-license-or-id-card,0,1
/departments/220/services/45/,/Agencies/motor-vehicles-department-of/Agency-Services/renew-your-vehicle-registration,0,1
/departments/220/services/45/,/service/?item=renew-your-vehicle-registration,0,1
/departments/220/services/46/,/Agencies/motor-vehicles-department-of/Agency-Services/find-a-traffic-school,0,1
/departments/220/services/46/,/service/?item=find-a-traffic-school,0,1
/departments/220/services/47/,/Agencies/motor-vehicles-department-of/Agency-Services/change-home-address,0,1
/departments/220/services/47/,/service/?item=change-home-address,0,1
/departments/220/services/48/,/Agencies/motor-vehicles-department-of/Agency-Services/change-your-name-or-gender,0,1
/departments/220/services/48/,/service/?item=change-name-on-id-card,1,1
/departments/220/services/48/,/service/?item=change-your-name-or-gender,0,1
/departments/221/,/Agencies/conservation-department-of,0,0
/departments/221/,/agency/?item=department-of-conservation,0,0
/departments/222/,/Agencies/finance-department-of,0,0
/departments/222/,/agency/?item=department-of-finance,0,0
/departments/223/,/Agencies/justice-department-of,0,0
/departments/223/,/agency/?item=department-of-justice,0,0
/departments/223/services/1132/,/Agencies/justice-department-of/Agency-Services/search-for-registered-sex-offenders,0,1
/departments/223/services/1132/,/service/?item=search-for-registered-sex-offenders,0,1
/departments/223/services/40/,/Agencies/justice-department-of/Agency-Services/look-up-crime-statistics,0,1
/departments/223/services/40/,/service/?item=look-up-crime-statistics,0,1
/departments/224/,/Agencies/rehabilitation-department-of,0,0
/departments/224/,/agency/?item=department-of-rehabilitation,0,0
/departments/224/services/1238/,/Agencies/rehabilitation-department-of/Agency-Services/employment%2c-education-and-training-services,0,1
/departments/224/services/1238/,/service/?item=employment%2c-education-and-training-services,0,1
/departments/224/services/1243/,/Agencies/rehabilitation-department-of/Agency-Services/student-services,0,1
/departments/224/services/1243/,/service/?item=student-services,0,1
/departments/224/services/1244/,/Agencies/rehabilitation-department-of/Agency-Services/community-living-services,0,1
/departments/224/services/1244/,/service/?item=community-living-services,0,1
/departments/224/services/1245/,/Agencies/rehabilitation-department-of/Agency-Services/blind-field-services,0,1
/departments/224/services/1245/,/service/?item=blind-field-services,0,1
/departments/225/,/Agencies/transportation-department-of,0,0
/departments/225/,/agency/?item=department-of-transportation,0,0
/departments/226/,/Agencies/state-hospitals-department-of,0,0
/departments/226/,/agency/?item=department-of-state-hospitals,0,0
/departments/227/,/Agencies/toxic-substances-control-department-of,0,0
/departments/227/,/agency/?item=department-of-toxic-substances-control,0,0
/departments/227/services/1205/,/Agencies/toxic-substances-control-department-of/Agency-Services/hazardous-waste-tracking-system,0,1
/departments/227/services/1205/,/service/?item=hazardous-waste-tracking-system,0,1
/departments/227/services/1250/,/Agencies/toxic-substances-control-department-of/Agency-Services/evq---electronic-verification-questionnaire,0,1
/departments/227/services/1250/,/service/?item=evq---electronic-verification-questionnaire,0,1
/departments/227/services/1251/,/Agencies/toxic-substances-control-department-of/Agency-Services/regulatory-assistance-office,0,1
/departments/227/services/1251/,/service/?item=regulatory-assistance-office,0,1
/departments/228/,/Agencies/water-resources-department-of,0,0
/departments/228/,/agency/?item=department-of-water-resources,0,0
/departments/228/services/1253/,/Agencies/water-resources-department-of/Agency-Services/california-water-watch,0,1
/departments/228/services/1253/,/service/?item=california-water-watch,0,1
/departments/228/services/1263/,/Agencies/water-resources-department-of/Agency-Services/save-our-water,0,1
/departments/228/services/1263/,/service/?item=save-our-water,0,1
/departments/229/,/Agencies/employment-development-department,0,0
/departments/229/,/agency/?item=employment-development-department,0,0
/departments/229/services/1186/,/Agencies/employment-development-department/Agency-Services/edd-payroll-taxes,0,1
/departments/229/services/1186/,/service/?item=edd-payroll-taxes,0,1
/departments/229/services/1193/,/Agencies/employment-development-department/Agency-Services/enroll-in-employer-services,0,1
/departments/229/services/1193/,/service/?item=enroll-in-employer-services,0,1
/departments/229/services/1196/,/Agencies/employment-development-department/Agency-Services/get-your-ui-claim-status,0,1
/departments/229/services/1196/,/service/?item=get-your-ui-claim-status,0,1
/departments/229/services/1216/,/Agencies/employment-development-department/Agency-Services/find-a-field-office,0,1
/departments/229/services/1216/,/service/?item=find-a-field-office,0,1
/departments/229/services/1226/,/Agencies/employment-development-department/Agency-Services/calculate-your-unemployment-insurance,0,1
/departments/229/services/1226/,/service/?item=calculate-your-unemployment-insurance,0,1
/departments/229/services/1228/,/Agencies/employment-development-department/Agency-Services/certify-for-unemployment,0,1
/departments/229/services/1228/,/service/?item=certify-for-unemployment,0,1
/departments/229/services/18/,/Agencies/employment-development-department/Agency-Services/file-for-disability,0,1
/departments/229/services/18/,/service/?item=file-for-disability,0,1
/departments/229/services/19/,/Agencies/employment-development-department/Agency-Services/file-for-paid-family-leave,0,1
/departments/229/services/19/,/service/?item=file-for-paid-family-leave,0,1
/departments/229/services/20/,/Agencies/employment-development-department/Agency-Services/file-for-unemployment,0,1
/departments/229/services/20/,/service/?item=file-for-unemployment,0,1
/departments/229/services/21/,/Agencies/employment-development-department/Agency-Services/manage-your-unemployment-insurance-claim,0,1
/departments/229/services/21/,/service/?item=manage-your-unemployment-insurance-claim,0,1
/departments/229/services/22/,/Agencies/employment-development-department/Agency-Services/find-a-job,0,1
/departments/229/services/22/,/service/?item=find-a-job,0,1
/departments/229/services/23/,/Agencies/employment-development-department/Agency-Services/honor-a-hero%2c-hire-a-vet,0,1
/departments/229/services/23/,/service/?item=honor-a-hero%2c-hire-a-vet,0,1
/departments/23/,/Agencies/court-reporters-board-of-california,0,0
/departments/23/,/agency/?item=court-reporters-board-of-california,0,0
/departments/230/,/Agencies/emergency-medical-services-authority,0,0
/departments/230/,/agency/?item=emergency-medical-services-authority,0,0
/departments/231/,/Agencies/energy-commission-california,0,0
/departments/231/,/agency/?item=california-energy-commission,0,0
/departments/232/,/Agencies/employment-training-panel,0,0
/departments/232/,/agency/?item=employment-training-panel,0,0
/departments/233/,/Agencies/fish-and-game-commission,0,0
/departments/233/,/agency/?item=fish-and-game-commission,0,0
/departments/234/,/Agencies/first-5-california,0,0
/departments/234/,/agency/?item=first-5-california,0,0
/departments/235/,/Agencies/fair-political-practices-commission,0,0
/departments/235/,/agency/?item=fair-political-practices-commission,0,0
/departments/236/,/Agencies/franchise-tax-board,0,0
/departments/236/,/agency/?item=franchise-tax-board,0,0
/departments/236/services/1166/,/Agencies/franchise-tax-board/Agency-Services/make-a-payment,0,1
/departments/236/services/1166/,/service/?item=make-a-payment,0,1
/departments/236/services/1167/,/Agencies/franchise-tax-board/Agency-Services/caleitc-is-bigger-and-better,0,1
/departments/236/services/1167/,/service/?item=caleitc-is-bigger-and-better,0,1
/departments/236/services/1168/,/Agencies/franchise-tax-board/Agency-Services/calfile---file-return-for-free,0,1
/departments/236/services/1168/,/service/?item=calfile---file-return-for-free,0,1
/departments/236/services/1181/,/Agencies/franchise-tax-board/Agency-Services/volunteer-income-tax-assistance-(vita),0,1
/departments/236/services/1181/,/service/?item=volunteer-income-tax-assistance-(vita),0,1
/departments/236/services/1204/,/Agencies/franchise-tax-board/Agency-Services/create-a-myftb-account,0,1
/departments/236/services/1204/,/service/?item=create-a-myftb-account,0,1
/departments/236/services/1212/,/Agencies/franchise-tax-board/Agency-Services/view-forms-and-publications,0,1
/departments/236/services/1212/,/service/?item=view-forms-and-publications,0,1
/departments/236/services/1227/,/Agencies/franchise-tax-board/Agency-Services/file-state-taxes,0,1
/departments/236/services/1227/,/service/?item=file-state-taxes,0,1
/departments/236/services/33/,/Agencies/franchise-tax-board/Agency-Services/check-your-refund-status,0,1
/departments/236/services/33/,/service/?item=check-your-refund-status,0,1
/departments/237/,/Agencies/business-and-economic-development-governor%27s-office-of,0,0
/departments/237/,/agency/?item=governor%25E2%2580%2599s-office-of-business-and-economic-development,1,0
/departments/237/,/agency/?item=governor%27s-office-of-business-and-economic-development,0,0
/departments/237/,/agency/?item=governor%e2%80%99s-office-of-business-and-economic-development,1,0
/departments/237/,/service/?item=get-a-custom-business-report,1,0
/departments/237/services/1126/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/business-incentives,0,1
/departments/237/services/1126/,/service/?item=business-incentives,0,1
/departments/237/services/1127/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/get-permit-assistance,0,1
/departments/237/services/1127/,/service/?item=get-permit-assistance,0,1
/departments/237/services/1128/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/community-%26-place-based-data-tool,0,1
/departments/237/services/1128/,/service/?item=community-%26-place-based-data-tool,0,1
/departments/237/services/1184/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/small-business-assistance-centers,0,1
/departments/237/services/1184/,/service/?item=small-business-assistance-centers,0,1
/departments/237/services/77/,/Agencies/business-and-economic-development-governor%27s-office-of/Agency-Services/find-business-resources,0,1
/departments/237/services/77/,/service/?item=find-business-resources,0,1
/departments/238/,/Agencies/governor-office-of-the,0,0
/departments/238/,/agency/?item=office-of-the-governor,0,0
/departments/238/services/1115/,/Agencies/governor-office-of-the/Agency-Services/get-updates-on-daca,0,1
/departments/238/services/1115/,/service/?item=get-updates-on-daca,0,1
/departments/238/services/1122/,/Agencies/governor-office-of-the/Agency-Services/get-disaster-relief-assistance,0,1
/departments/238/services/1122/,/service/?item=get-disaster-relief-assistance,0,1
/departments/239/,/Agencies/government-operations-agency,0,0
/departments/239/,/agency/?item=government-operations-agency,0,0
/departments/239/services/1148/,/Agencies/government-operations-agency/Agency-Services/california-census-2020,0,1
/departments/239/services/1148/,/service/?item=california-census-2020,0,1
/departments/239/services/1173/,/Agencies/government-operations-agency/Agency-Services/get-covid-19-information-and-help,0,1
/departments/239/services/1173/,/service/?item=get-covid-19-information-and-help,0,1
/departments/24/,/Agencies/dental-board-of-california,0,0
/departments/24/,/agency/?item=dental-board-of-california,0,0
/departments/240/,/Agencies/health-benefit-exchange-california,0,0
/departments/240/,/agency/?item=california-health-benefit-exchange,0,0
/departments/240/services/74/,/Agencies/health-benefit-exchange-california/Agency-Services/apply-for-medical-insurance,0,1
/departments/240/services/74/,/service/?item=apply-for-medical-insurance,0,1
/departments/241/,/Agencies/housing-and-community-development-department-of,0,0
/departments/241/,/agency/?item=department-of-housing-and-community-development,0,0
/departments/242/,/Agencies/infrastructure-and-economic-development-bank-(i-bank),0,0
/departments/242/,/agency/?item=infrastructure-and-economic-development-bank-(i-bank),0,0
/departments/243/,/Agencies/legislative-analyst%27s-office,0,0
/departments/243/,/agency/?item=legislative-analyst%2527s-office,1,0
/departments/243/,/agency/?item=legislative-analyst%27s-office,0,0
/departments/244/,/Agencies/legislature-california-state,0,0
/departments/244/,/agency/?item=california-state-legislature,0,0
/departments/244/services/41/,/Agencies/legislature-california-state/Agency-Services/look-up-a-bill-or-law,0,1
/departments/244/services/41/,/service/?item=look-up-a-bill-or-law,0,1
/departments/245/,/Agencies/little-hoover-commission,0,0
/departments/245/,/agency/?item=little-hoover-commission,0,0
/departments/246/,/Agencies/lieutenant-governor-office-of,0,0
/departments/246/,/agency/?item=office-of-lieutenant-governor,0,0
